event_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source
TIER-C-ROUTINE-025,verified_routine_fac_24,732.9542879108163,22.0,14.603291127973309,3.919109374864359,2.542657171459161,323.56941457855106,104.12205549570388,0.5856767011272614,84.7658890891386,15.960074024272831,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-026,verified_routine_fac_25,615.3005528210034,12.0,8.04010588485163,7.8553492302662145,3.116186086350774,336.29931730155937,32.42702280248234,0.5844734969340206,65.21560240301378,14.107707306850386,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-027,verified_routine_fac_26,199.88095346145465,33.0,14.261544738165837,3.943092413190233,3.1138085366938086,322.738666498133,85.15845802799826,0.5131563109681992,80.39440661875967,11.87322517975314,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-028,verified_routine_fac_27,99.62389162583034,12.0,14.24139008971213,7.457792658615557,0.4414397897083444,323.65602261341,57.20688683740082,0.4585032850952504,41.59336211157591,10.937759061743908,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-029,verified_routine_fac_28,81.12437538730958,33.0,6.982446111436085,9.5318315290951,2.7461498763412875,324.3509940051518,103.59579738168804,0.5894322925800495,77.51558265024028,15.390669759393726,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-030,verified_routine_fac_29,258.0985097937155,33.0,8.096553634482657,7.7396202990283935,2.744643940721414,328.8604286173353,49.46368544735364,0.4871289580913019,71.6412531604779,10.781291554866124,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-031,verified_routine_fac_30,156.69142983261156,33.0,15.74301323231852,3.5233817208479863,3.967614686152562,328.8200579785532,118.36334034844616,0.5877992844171955,49.43289142370959,9.98491074605349,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-032,verified_routine_fac_31,173.66358242385382,33.0,5.441864838093441,9.34494759245906,0.6868418569233901,337.3615276290147,60.2451689439202,0.5003035920700333,36.03281002735142,12.709602524347336,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-033,verified_routine_fac_32,546.4352244777587,22.0,12.712746972650448,5.639967122269778,0.7910507539436453,323.8853347327423,24.39806814313825,0.5883065820568882,70.97340133374234,12.623911769125408,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-034,verified_routine_fac_33,698.7219538364014,22.0,13.756808527082905,12.34552373865805,1.4913979753307631,333.1492889090144,43.86781372054541,0.4597714270518062,26.958716606022094,12.400580465093988,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-035,verified_routine_fac_34,597.2839298730667,33.0,8.13161431295391,7.44451262746795,3.3407017671147665,320.3978218694542,91.37199151864856,0.5062909828378611,38.71644727393951,12.928195845328249,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-036,verified_routine_fac_35,274.956552332767,33.0,9.507658842828665,4.390663584407106,0.5546739907672172,328.9339136414426,109.46060759489916,0.4687915373115371,67.6450069694705,14.586613549397669,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-037,verified_routine_fac_36,748.6661857321108,33.0,11.499078883581944,10.055850729692237,3.603707219677736,325.9903756917387,47.29382823263995,0.4021622167270393,73.72581982244517,16.009807004033647,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-038,verified_routine_fac_37,128.34088857511352,12.0,4.134916558561663,6.657726085671444,0.459455038042486,329.70156884412404,36.43772708819278,0.5791395926398745,70.92750525494168,14.99705206099476,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-039,verified_routine_fac_38,512.7080205383764,33.0,10.984378139271817,3.6875476020630567,0.772843120090812,329.3594859463216,44.00662225943515,0.5876631457302632,73.21811491646329,17.83567206513663,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-ROUTINE-040,verified_routine_fac_39,244.75312921281048,33.0,14.730761538956374,5.260813515607015,0.6628058828142518,320.31402636360605,14.943001290688033,0.5047172970442906,34.186891725092416,17.894317657796314,0.05,0.05,0.85,1.0,IND_ROUTINE,Tier_C_HandVerified,verified_power_station_furnace
TIER-C-AGRI-001,verified_agri_cluster_0,59678.25073739308,0.0,11.791181312952435,27.72916384677505,22.64810202972368,346.0812823379365,0.7675395136380668,1.0,0.0,0.0,0.8526228664002523,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-002,verified_agri_cluster_1,42092.46311440485,0.0,39.84001007806515,15.829922932321196,6.808365595257459,322.96409196563576,2.1334259230954293,1.0,1.0,0.0,0.9369338667104864,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-003,verified_agri_cluster_2,58952.11828770348,0.0,13.672240138066062,9.606762622873404,15.25886606382834,346.66592641518554,3.2352697670976376,1.0,0.0,0.0,0.8454928836273925,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-004,verified_agri_cluster_3,89402.05490880291,0.0,10.983038161146371,35.81373095904851,17.728928392212893,338.6050253440356,0.6143067127457356,1.0,0.0,0.0,0.8467703205433653,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-005,verified_agri_cluster_4,32731.089483061143,0.0,33.47472648001613,25.434888057768195,9.638525016086865,352.48356424284253,3.4570181462137146,1.0,0.0,0.0,0.8626500493725492,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-006,verified_agri_cluster_5,21657.75426865316,0.0,31.737425092533435,35.9699112210671,17.22088784684769,322.68810669100475,1.7413317174477898,1.0,1.0,0.0,0.9022029519862024,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-007,verified_agri_cluster_6,90035.20487392286,0.0,7.965005488814278,15.548517824638065,12.078064483326171,351.47411256236416,3.867915063132049,1.0,0.0,0.0,0.8532346525229831,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-008,verified_agri_cluster_7,46293.31892824072,0.0,34.38456285437109,26.719274201819925,3.6124872117489097,333.8340760400905,1.1362260352607667,1.0,0.0,0.0,0.8043732779033134,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-009,verified_agri_cluster_8,87301.66238158169,0.0,12.563915801090602,12.262926336755756,13.920352058295864,344.85401682180475,0.8350516916053905,1.0,1.0,0.0,0.8753640930749564,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-010,verified_agri_cluster_9,72713.3678553586,0.0,46.24095637461622,12.274718140098823,22.382180758974936,352.7006439958621,3.707471905862232,1.0,1.0,0.0,0.8474880139862977,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-011,verified_agri_cluster_10,35713.06630571546,0.0,9.837712404137186,15.389252368604412,2.990205262460377,347.3337352275552,1.8937972788530408,1.0,1.0,0.0,0.9236707276406824,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-012,verified_agri_cluster_11,24154.20929803374,0.0,40.983048054117575,22.82978554908014,21.42731590907516,335.0955597219355,1.8266416988406229,1.0,0.0,0.0,0.8750715973800077,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-013,verified_agri_cluster_12,48002.95697949546,0.0,16.479129346675155,23.066559165456518,8.310845919659512,351.5554051850474,1.2532156790661748,1.0,1.0,0.0,0.8058904121362479,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-014,verified_agri_cluster_13,34575.88424358155,0.0,6.2679198230768085,37.28570797287627,24.212185825854192,333.8304354115307,3.049297990188761,1.0,0.0,0.0,0.9285787485589384,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-015,verified_agri_cluster_14,80095.42608149866,0.0,24.50408817651691,9.369352245383002,10.791801795481543,341.6770208947919,2.090411040679835,1.0,1.0,0.0,0.8038654398146527,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-016,verified_agri_cluster_15,62092.89093959304,0.0,33.69925122935574,27.705503383446253,4.768914312149047,352.8485424215596,1.1341414766752898,1.0,0.0,0.0,0.9330678975835548,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-017,verified_agri_cluster_16,46847.44190796436,0.0,26.869611777002053,35.25908759063022,19.8546809828668,324.56754424410144,2.478969886627098,1.0,0.0,0.0,0.9135924467413252,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-018,verified_agri_cluster_17,86531.06568836645,0.0,9.53336181489408,17.972428949460237,4.305647965626163,320.5807368221409,2.816015389253848,1.0,1.0,0.0,0.8503434909466868,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-019,verified_agri_cluster_18,18375.017608750342,0.0,15.869759656457047,32.394982438931294,23.809785369171824,330.66108245209665,1.4258053139609337,1.0,1.0,0.0,0.93026142859204,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-020,verified_agri_cluster_19,88896.49523036335,0.0,23.624350077886035,6.670541584879446,2.906012174934846,340.0882453124154,1.8751328811261263,1.0,0.0,0.0,0.9096736016682376,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-021,verified_agri_cluster_20,90580.75091941736,0.0,38.82785012624876,15.352314897718152,7.701087250753744,344.4200707643653,1.774394712536748,1.0,1.0,0.0,0.9460700620035724,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-022,verified_agri_cluster_21,57168.48898780728,0.0,17.56004560355435,28.41148253292117,8.244316058482362,351.6485151992648,1.8115268967758176,1.0,1.0,0.0,0.8291671466647533,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-023,verified_agri_cluster_22,19735.27792370366,0.0,23.24082335054329,10.390109386938889,7.100985498423328,331.1144102954325,1.4078594026011868,1.0,1.0,0.0,0.9395597630253988,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-024,verified_agri_cluster_23,19914.956465659296,0.0,24.90246285590146,16.135991205819558,22.025834475521105,322.92337201380064,1.238940798953131,1.0,1.0,0.0,0.8994194411314582,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-025,verified_agri_cluster_24,84262.61216312971,0.0,37.88165116733681,29.008464597428134,13.140997268819532,344.2831944938594,2.4346682881175408,1.0,0.0,0.0,0.8857993817425389,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-026,verified_agri_cluster_25,78850.88333189886,0.0,37.92675905118668,10.078696854894533,5.4327378040539,329.386102871072,1.76376154219363,1.0,1.0,0.0,0.8188348367955878,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-027,verified_agri_cluster_26,26217.48149919864,0.0,40.74897530269811,24.299674845733108,9.763246715327837,348.0997923148441,1.3628196697329404,1.0,1.0,0.0,0.838974220691045,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-028,verified_agri_cluster_27,85545.14703152186,0.0,43.618977659197895,14.810477741283774,7.289856341154532,334.3956390223181,1.3418605481305206,1.0,0.0,0.0,0.918578076540751,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-029,verified_agri_cluster_28,23711.93030377214,0.0,28.91444911526679,8.48452101722912,3.041776803100781,342.97350507846687,2.373033167881226,1.0,1.0,0.0,0.9006906237843698,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-030,verified_agri_cluster_29,34463.44718448655,0.0,9.411644661880253,37.755199251096194,5.592634682403784,354.59473478872184,3.9204797639825655,1.0,1.0,0.0,0.8527707509615529,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-031,verified_agri_cluster_30,75219.097725734,0.0,27.297461810531203,26.05076186024773,24.65901476708552,346.88019023596235,2.0202652434942623,1.0,1.0,0.0,0.8641229681135402,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-032,verified_agri_cluster_31,39413.62740267301,0.0,29.697736300750517,33.06895942449883,6.635152694145195,352.7051563563705,2.911806788118804,1.0,0.0,0.0,0.8193761667864666,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-033,verified_agri_cluster_32,20262.36056312833,0.0,31.334070955816035,22.278818056036187,7.832434690916491,336.483252057038,2.222813103138429,1.0,1.0,0.0,0.8441101193265167,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-034,verified_agri_cluster_33,29456.440171720875,0.0,38.14526128203771,13.349869250368355,21.90793481296068,323.59949072551166,0.9408431873277538,1.0,1.0,0.0,0.8139907170167255,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-035,verified_agri_cluster_34,91997.32235291332,0.0,11.67336614148195,10.008588525086369,22.46026222160132,353.037489921676,3.1804016373221846,1.0,1.0,0.0,0.8863038759693648,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-036,verified_agri_cluster_35,47612.17665212127,0.0,17.588753163982968,30.36318392013567,7.204265890073282,344.2324007154045,1.3166648792726432,1.0,0.0,0.0,0.8991711017643045,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-037,verified_agri_cluster_36,66135.53430999258,0.0,16.545364353937046,26.464033211187523,6.883681408598499,324.2702594751911,2.954841499458915,1.0,0.0,0.0,0.9101226888562468,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-038,verified_agri_cluster_37,40329.447613854325,0.0,26.098191536619947,35.65236514490367,9.635344608924443,336.286792687882,0.5478884516623839,1.0,1.0,0.0,0.9210136345683688,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-039,verified_agri_cluster_38,81887.29990505976,0.0,26.273965869231247,30.656030417018723,17.47548407023653,345.34890846246964,2.224096518276349,1.0,1.0,0.0,0.8995736712279088,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-040,verified_agri_cluster_39,92120.1260613232,0.0,8.117504491292786,34.38268258822378,15.268267630157794,339.73718483644683,2.250974873227161,1.0,1.0,0.0,0.882004449244451,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-041,verified_agri_cluster_40,81705.08923288954,0.0,11.35439856589034,31.406809473558116,21.84920805954622,325.27406204502915,3.4805801175647666,1.0,0.0,0.0,0.8440030132161515,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-042,verified_agri_cluster_41,55614.035510539135,0.0,35.308976991217136,34.70871566966832,20.22039748043855,343.6726373755453,2.8787161383830027,1.0,1.0,0.0,0.8871793135581435,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-043,verified_agri_cluster_42,33051.75110766517,0.0,37.766039322481234,7.695020103383176,23.25860262827721,331.403821126967,0.9472112847649664,1.0,0.0,0.0,0.8024365164814181,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-044,verified_agri_cluster_43,72488.57851940373,0.0,19.58827732439065,26.946847637218827,14.801303855549529,331.99558238997673,0.9710169348643772,1.0,1.0,0.0,0.9386381411904674,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-045,verified_agri_cluster_44,50235.5958761796,0.0,26.95678691037817,15.502647365728954,22.568097719897523,342.57160168523245,1.5088805200857898,1.0,1.0,0.0,0.8177327933436633,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-046,verified_agri_cluster_45,12002.54966416674,0.0,35.90975592698541,16.767673807544785,7.853070627219986,320.4514114426334,2.3910479236652487,1.0,1.0,0.0,0.934160658297276,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-047,verified_agri_cluster_46,80359.33292624973,0.0,43.7490913689686,23.25269504492626,20.681936782777864,333.44149234368854,2.8319375151766346,1.0,0.0,0.0,0.8583089521814821,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-048,verified_agri_cluster_47,31944.82724638044,0.0,9.988541559591813,15.39230867143356,4.222831188618303,326.1913932788394,3.9556765550284103,1.0,1.0,0.0,0.8607087595744488,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-049,verified_agri_cluster_48,19274.936404156226,0.0,8.764093949004213,34.413500809889854,12.667727743736638,331.2009560796837,2.1676144493378984,1.0,0.0,0.0,0.8604055581491841,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-AGRI-050,verified_agri_cluster_49,67818.10280191287,0.0,34.65205094871415,15.402901343431877,5.06382825514246,342.1338689762928,0.9491405176606758,1.0,0.0,0.0,0.8179342996628085,0.05,0.05,0.0,AGRI_BURN,Tier_C_HandVerified,verified_stubble_residue_burn
TIER-C-WILD-001,verified_forest_grid_0,96580.35663944807,0.0,33.30971019370992,62.070314195817126,33.42657396568167,369.7873666078595,9.88501839343648,0.7121391450960635,0.0,0.0,0.05,0.7551379289738817,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-002,verified_forest_grid_1,60567.67320961672,0.0,48.77179762602241,49.72899233229131,56.7477631776763,337.84982866824663,11.273091175736038,0.785391978989731,2.0,0.0,0.05,0.8456982140214379,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-003,verified_forest_grid_2,98195.46609916272,0.0,56.93407693531738,14.678122364174252,13.136480270199066,334.21933709844143,30.59468272264973,0.6177379550537285,1.0,0.0,0.05,0.7596184620824071,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-004,verified_forest_grid_3,61958.12990895239,0.0,89.40120091625343,43.53206162807774,24.948258384407104,345.9666717804408,31.140994510996173,0.6611798632551369,0.0,0.0,0.05,0.9454063353090352,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-005,verified_forest_grid_4,93096.5283728486,0.0,23.26213037675918,67.97992672084482,14.105113709368585,366.3094173271005,47.855757564137264,0.6801727196626015,1.0,0.0,0.05,0.8612929274697644,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-006,verified_forest_grid_5,69827.69774419893,0.0,87.64115277652635,10.381651776564397,27.36752331872228,332.2752559111059,38.19414728130834,0.680842981645517,0.0,0.0,0.05,0.9433095033104164,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-007,verified_forest_grid_6,103514.94140544649,0.0,89.24332553721267,53.62293170374722,26.898142901624627,344.80098096571265,29.1198146383235,0.7160059366239528,1.0,0.0,0.05,0.8669086226518916,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-008,verified_forest_grid_7,146165.22653552238,0.0,43.36065473935649,13.09442639949958,28.66178970202621,350.2372661727823,12.800766278552976,0.6632408872225968,0.0,0.0,0.05,0.7712674594696455,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-009,verified_forest_grid_8,39267.49616370401,0.0,90.1070055831853,66.59523476361966,34.86476282462513,369.4322128340082,6.007834183167851,0.6455917825093576,0.0,0.0,0.05,0.8384066841862247,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-010,verified_forest_grid_9,106029.18360098076,0.0,17.100042080855363,62.70574068566701,61.72771740836714,355.9506154463754,46.09176901207005,0.4605729257479853,1.0,0.0,0.05,0.8024941170242529,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-011,verified_forest_grid_10,90657.30234769791,0.0,21.230326029072152,66.29917349154927,26.35488422196598,336.50151949874834,34.37609500312622,0.4152345202397277,2.0,0.0,0.05,0.8896396861353,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-012,verified_forest_grid_11,51864.5664233399,0.0,15.483018095821643,33.00059368868367,15.422682663306508,334.6591139869335,16.67897172068431,0.5181871698507038,2.0,0.0,0.05,0.8856783771006026,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-013,verified_forest_grid_12,99096.3676087731,0.0,24.313907995029894,20.357678141873343,58.33230873861029,352.33409260256457,42.53738898170294,0.5486186045279497,0.0,0.0,0.05,0.7661230810339204,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-014,verified_forest_grid_13,142446.07362814574,0.0,74.67609024795127,47.71717860672174,55.56412690164449,333.20747027248456,26.027232864791223,0.6520372507446655,1.0,0.0,0.05,0.8219588187090598,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-015,verified_forest_grid_14,63371.53527612727,0.0,28.20136465946625,53.78041713093836,27.77048359164855,369.50998156396753,19.67876168668604,0.5576544187130513,1.0,0.0,0.05,0.8439037330691267,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-016,verified_forest_grid_15,77832.00422361979,0.0,94.63794018836909,9.692580315236333,59.22859088681852,335.9656330375895,39.00886160077436,0.6471726239385193,2.0,0.0,0.05,0.9465042544512076,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-017,verified_forest_grid_16,35766.51738296004,0.0,79.5941026793072,27.502093668393226,17.269881176462945,347.5942255885534,33.04617633679977,0.55238073800939,1.0,0.0,0.05,0.7754192480436879,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-018,verified_forest_grid_17,48660.45573950118,0.0,50.12450958644505,58.6404941698757,59.80463608608956,363.41490121136985,14.26929061457871,0.576460220892253,2.0,0.0,0.05,0.8676000926859256,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-019,verified_forest_grid_18,69137.86111729869,0.0,78.38201924900002,45.60934363603224,55.42627697025089,355.25835170332084,38.94502987493749,0.639425197287104,2.0,0.0,0.05,0.7994799494116691,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-020,verified_forest_grid_19,133286.55449777265,0.0,25.664159545469506,36.39824600929159,10.788199822685067,349.1334192668222,6.882886482501121,0.72784382122632,0.0,0.0,0.05,0.8708718639429542,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-021,verified_forest_grid_20,120461.53366879009,0.0,55.44231378652668,23.966993271096616,46.65870871811692,333.2042290643841,24.55701560168209,0.4653467033593681,2.0,0.0,0.05,0.8984587076340526,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-022,verified_forest_grid_21,55520.20108951912,0.0,61.63475673828622,34.41677178631996,57.01431783395938,368.09661223986575,43.109718591548,0.5082479978774387,1.0,0.0,0.05,0.7790653384841009,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-023,verified_forest_grid_22,88212.09297267174,0.0,17.149437607394006,13.696274805942044,41.562621732240295,352.64073699551284,42.87740753946719,0.6231494702640293,0.0,0.0,0.05,0.7727081284652574,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-024,verified_forest_grid_23,139692.8762067181,0.0,76.55833329005141,63.274381356151935,59.65200833804798,350.9959994690335,24.950114040930394,0.5321565894662467,1.0,0.0,0.05,0.8408556793579645,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-025,verified_forest_grid_24,81445.6983256969,0.0,89.76501268968453,73.94607994242259,53.80664141312694,360.27032360987715,34.58344279472226,0.4664299409334055,2.0,0.0,0.05,0.9479010666768644,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-026,verified_forest_grid_25,110539.2811156681,0.0,90.76539536490112,18.40873263218563,31.01767111579131,352.18927213129416,9.223838599326996,0.4016749774511832,0.0,0.0,0.05,0.7610831776884489,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-027,verified_forest_grid_26,66393.31114551873,0.0,75.57564071297986,36.30279281302718,45.91351070493666,353.18476388912546,6.933176245074377,0.7954159948182827,2.0,0.0,0.05,0.943560547529697,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
TIER-C-WILD-028,verified_forest_grid_27,93733.02229554976,0.0,91.94219924640052,16.573737561313138,36.97246855520322,336.7801636746423,8.14094483494258,0.6470116460249247,1.0,0.0,0.05,0.8855091610367551,0.05,0.0,WILDFIRE,Tier_C_HandVerified,verified_reserve_forest_fire
